
---------- Begin Simulation Statistics ----------
simSeconds                                   0.309889                       # Number of seconds simulated (Second)
simTicks                                 309888643500                       # Number of ticks simulated (Tick)
finalTick                                309888643500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   5276.97                       # Real time elapsed on the host (Second)
hostTickRate                                 58724746                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1232460                       # Number of bytes of host memory used (Byte)
simInsts                                    419442540                       # Number of instructions simulated (Count)
simOps                                      829695577                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    79486                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     157230                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        619777288                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      1368742350                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                 48874726                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1161112100                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                1397904                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            587921493                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined        1123572310                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved            23144230                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           619667843                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.873765                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.059196                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 241285048     38.94%     38.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  95533068     15.42%     54.35% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  74600777     12.04%     66.39% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  64212384     10.36%     76.76% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  66833267     10.79%     87.54% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                  29405356      4.75%     92.29% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                  31443424      5.07%     97.36% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                  10116218      1.63%     98.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                   6238301      1.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             619667843                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                14845468     52.81%     52.81% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     52.81% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     52.81% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     52.81% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     52.81% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     52.81% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     52.81% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     52.81% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%     52.81% # attempts to use FU when none available (Count)
